unified_root,unified_trans,stemhandle,note,source,stemform,abbreviation,grammar_note,brackets,positional,compounds,wordform,trans,trans_note,usage_note,verb_class,see,dv
-bee-,BREASTFEED,BREASTFEED ,[],[nYM; see noun -be’ ‘breast],"['-be’', '-be’']","I  mom., dur.",,,,0,óyol ,the wind stopped,[''],[''],[''], óch’iid,
-bee-,BREASTFEED,BREASTFEED ,[],[nYM; see noun -be’ ‘breast],"['-be’', '-be’']","I  mom., dur.",,,,0,óyol ,the wind stopped,[''],[''],[''], óch’iid óch’iig,
-bee-,BREASTFEED,BREASTFEED ,[],[nYM; see noun -be’ ‘breast],"['-be’', '-be’']","I  mom., dur.",,,,0,bił godiyoł ,it is shaken by the wind,[''],[''],[''], bił ńch’iig,
-bee-,BREASTFEED,BREASTFEED ,[],[nYM; see noun -be’ ‘breast],"['-be’', '-be’']","I  mom., dur.",,,,0,bił godiyoł ,it is shaken by the wind,[''],[''],[''], bił ńch’iig bił ńch’iid,
-ghozh//-ghaazh,BUBBLE,BUBBLE ,[],[YM-234],['-ghaazh'],P. mom.,,,,,,,,,,,
-ghozh//-ghaazh,BUBBLE,BUBBLE ,[],[YM-234],['-ghaazh'],P. mom.,,,,0,dilwosh ,s/he shouts/cries out,[''],[''],[''], nádilghaazh,
-ghozh//-ghaazh,BUBBLE,BUBBLE ,[],[YM-234],['-ghaazh'],P. mom.,,,,0,nádilghaazh ,s/he cried out,[''],[''],[''], dilwosh,
-ghol,BUMP,BUMP ,[],[YM-659],['-ghol'],I neut.,,,,,,,,,,,
-k’id,BUMP/BULGE,BUMP/BULGE ,[],[YM-349],['-k’id'],P neut.,,,,,,,,,,,
-k’id,BUMP/BULGE,BUMP/BULGE ,[],[YM-349],['-k’id'],P neut.,,,,0,isk’id ,it is bent/stooped,[''],[''],[''],, isk’ig
-k’id,BUMP/BULGE,BUMP/BULGE ,[],[YM-349],['-k’id'],P neut.,,,,0,isk’ig ,it isbent/stooped,[''],[''],[''],, isk’id
-lid/g,BURN,BURN ,[],[YM-370],['-lid/g'],"P, I, O dur.; P, I, mom.",,,,,,,,,,,
-lid/g,BURN,BURN ,[],[YM-370],['-lid/g'],"P, I, O dur.; P, I, mom.",,,,0,dadidlid ,it (3p) is burned,[''],['(3p)'],[''],, dadidlig
-lid/g,BURN,BURN ,[],[YM-370],['-lid/g'],"P, I, O dur.; P, I, mom.",,,,0,dadidlig ,it (3p) is burned,[''],['(3p)'],[''],, dadidlid
-lid/g,BURN,BURN ,[],[YM-370],['-lid/g'],"P, I, O dur.; P, I, mom.",,,,0,dilid ,it burns,[''],[''],[''],, dilig
-lid/g,BURN,BURN ,[],[YM-370],['-lid/g'],"P, I, O dur.; P, I, mom.",,,,0,dilig ,it burns,[''],[''],[''],, dilid
-lid/g,BURN,BURN ,[],[YM-370],['-lid/g'],"P, I, O dur.; P, I, mom.",,,,0,yidiłid ,s/he burns/brands it,[''],[''],[''],, yidiłig
-lid/g,BURN,BURN ,[],[YM-370],['-lid/g'],"P, I, O dur.; P, I, mom.",,,,0,yidiłig ,s/he burns/brands it,[''],[''],[''],, yidiłid
-lid/g,BURN,BURN ,[],[YM-370],['-lid/g'],"P, I, O dur.; P, I, mom.",,,,0,łíyidiłid ,s/he welds/solders it,[''],[''],[''],, łíyidiłig
-lid/g,BURN,BURN ,[],[YM-370],['-lid/g'],"P, I, O dur.; P, I, mom.",,,,0,łíyidiłig ,s/he welds/solders,[''],[''],[''],, łíyidiłid
-lid/g,BURN,BURN ,[],[YM-370],['-lid/g'],"P, I, O dur.; P, I, mom.",,,,0,yídadiłid ,they are branding it (as cattle),[''],['(as cattle)'],[''],, yídaadiłig
-lid/g,BURN,BURN ,[],[YM-370],['-lid/g'],"P, I, O dur.; P, I, mom.",,,,0,yídaadiłig ,they are branding it (as cattle),[''],['(as cattle)'],[''],, yídadiłid
-’a’,BUTCHER,BUTCHER ,[],[YM-8],['-’ah'],"P, I, R, O, F conc.",,,,,,,,,,,
-zéé//-zee-,CALL,CALL ,[],[YM-695],['-zēē('],I neut.,,,,,,,,,,,
-zéé//-zee-,CALL,CALL ,[],[YM-695],['-zēē('],I neut.,,,,0,golzēē ,it is named/called (a place),[''],['(a place)'],[''], holzēē,
-ṉáá//-ṉaa-,CAPTURE,CAPTURE ,[],[YM-405],['-nah/-dah'],P conc.,,,,,,,,,,,
-ṉáá//-ṉaa-,CAPTURE,CAPTURE ,[],[YM-405],['-nah/-dah'],P conc.,,,,0,isḏāā ,s/he is a captive,[''],[''],[''],, isṉāā
-ṉáá//-ṉaa-,CAPTURE,CAPTURE ,[],[YM-405],['-nah/-dah'],P conc.,,,,0,isṉāā ,s/he is a captive,[''],[''],[''],, isḏāā
-t’éézh,CHARCOAL/GRAZE,CHARCOAL ,[],[YM-545],['-t’ēēzh'],P conc.,,,,,,,,,,,
-mááz,CIRCLE2,CIRCLE ,[],[YM-396],['-māāz'],"P mom., cont., dur.",,,,,,,,,,,
-bą́ą́z,CIRCLE1/HOOP,CIRCLE/HOOP ,[],[YM-49],['-bāāz'],P mom.,,,,,,,,,,,
-bą́ą́z,CIRCLE1/HOOP,CIRCLE/HOOP ,[],[YM-49],['-bāāz'],P mom.,,,,0,dénasbąsé ,it is round,[''],[''],[''], dédijoolé,
-bą́ą́z,CIRCLE1/HOOP,CIRCLE/HOOP ,[],[YM-49],['-bāāz'],P mom.,,,,0,dénasbąsé ,it is round,[''],[''],[''], dédijoolé dibool,
-bą́ą́z,CIRCLE1/HOOP,CIRCLE/HOOP ,[],[YM-49],['-bāāz'],P mom.,,,,0,íłbąs ,drive (to one),[''],['(to one)'],[''],, ółbąs
-bą́ą́z,CIRCLE1/HOOP,CIRCLE/HOOP ,[],[YM-49],['-bāāz'],P mom.,,,,0,ółbąs ,drive (to one),[''],['(to one)'],[''],, íłbąs
-bą́ą́z,CIRCLE1/HOOP,CIRCLE/HOOP ,[],[YM-49],['-bāāz'],P mom.,,,shił ná’ińłbą̄ą̄z s/he brought me back (by vehicle),0,shił ná’ińłbą̄ą̄z ,s/he brought me back (by vehicle),[''],['(by vehicle)'],[''], bił násht’āāzh,
-gheel,COLOR:BLACK,COLOR/BLACK ,[],[YM-696],['-gheel'],"P cont., trans.",,,,,,,,,,,
-gheel,COLOR:BLACK,COLOR/BLACK ,[],[YM-696],['-gheel'],"P cont., trans.",,,,0,chagołheeł ,there is darkness,[''],[''],[''],, godiłhił
-gheel,COLOR:BLACK,COLOR/BLACK ,[],[YM-696],['-gheel'],"P cont., trans.",,,,0,godiłhił ,there is darkness,[''],[''],[''],, chagołheeł
-gheel,COLOR:BLACK,COLOR/BLACK ,[],[YM-696],['-gheel'],"P cont., trans.",,,,0,nahiyeeł ,s/he dreamed,[''],[''],[''], naiyeeł,
-gheel,COLOR:BLACK,COLOR/BLACK ,[],[YM-696],['-gheel'],"P cont., trans.",,,,0,naiyeeł ,it is a dream,[''],[''],[''], nahiyeeł,
-gheel,COLOR:BLACK,COLOR/BLACK ,[],[YM-696],['-gheel'],"P cont., trans.",,,,0,nasdzeel ,it is a dream,[''],[''],[''], nahiyeeł,
-gheel,COLOR:BLACK,COLOR/BLACK ,[],[YM-696],['-gheel'],"P cont., trans.",,,,0,nasdzeel ,it is a dream,[''],[''],[''], nahiyeeł naiyeeł,
-tł’izh//-tł’iizh,COLOR:BLUE,COLOR/BLUE ,[],[YM-583],['-tł’iizh'],"P trans., neut.?",,,,,,,,,,,
-tłizh//-tłiizh,COLOR:DARK1,COLOR/DARK 1,[],[YM-571],['-tłiizh'],P trans.; I rep.,,,,,,,,,,,
-zhįh//-zhį́į́,COLOR:DARK2,COLOR/DARK 2,[],[YM-782],['-zhīī'],"P, I? Trans.",,,,,,,,,,,
-báá,COLOR:GREY,COLOR/GREY ,[],[YM-41],['-ba’'],"P, I, R, F trans.",,,,,,,,,,,
-kizh,COLOR:INTERRUPT,COLOR/INTERRUPT ,[],[YM-329],['-kizh'],"P mom., trans.; I mom.?; I neut.",,,,,,,,,,,
-chíí(’)/-chóó(’),COLOR:RED,COLOR/RED ,[],[YM-89],['-chīī('],"I, P trans.; I neut.",,,,,,,,,,,
-chíí(’)/-chóó(’),COLOR:RED,COLOR/RED ,[],[YM-89],['-chīī('],"I, P trans.; I neut.",,,,0,łichīī ,it is red,[''],[''],[''],, łichōō’
-chíí(’)/-chóó(’),COLOR:RED,COLOR/RED ,[],[YM-89],['-chīī('],"I, P trans.; I neut.",,,,0,łichōō’ ,it is red,[''],[''],[''],, łichīī
-chíí(’)/-chóó(’),COLOR:RED,COLOR/RED ,[],[YM-89],['-chīī('],"I, P trans.; I neut.",,,yee dayiłchíh they paint it/dye it with that,0,yee dayiłchíh ,they paint it/dye it with that,[''],[''],[''], yee dayidleesh,
-gai//-gaa(’),COLOR:WHITE,COLOR/WHITE ,[],[YM-195],['-gai'],"P mom.; trans., neut; I, O trans.?; I neut.",,,,,,,,,,,
-gai//-gaa(’),COLOR:WHITE,COLOR/WHITE ,[],[YM-195],['-gai'],"P mom.; trans., neut; I, O trans.?; I neut.",,,,0,łigai ,it is wh,[''],[''],[''],, łigaiyi
-tsog/d//-tsoo(’),COLOR:YELLOW,COLOR/YELLOW ,[],[YM-611],['-tsod/g'],"P trans., neut.",,,,,,,,,,,
-tsog/d//-tsoo(’),COLOR:YELLOW,COLOR/YELLOW ,[],[YM-611],['-tsod/g'],"P trans., neut.",,,,0,dāā’iłtsog ,it was yellow (past),[''],['(past)'],[''], dáłitsog,
-tag/d,COUNT,COUNT ,[],[YM-472],['-tad/g'],"P, I, O rep.",,,,,,,,,,,
-tag/d,COUNT,COUNT ,[],[YM-472],['-tad/g'],"P, I, O rep.",,,,0,óltad ,s/he is in school,[''],[''],[''],, óltag
-tag/d,COUNT,COUNT ,[],[YM-472],['-tad/g'],"P, I, O rep.",,,,0,óltag ,s/he is in school,[''],[''],[''],, óltad
-tag/d,COUNT,COUNT ,[],[YM-472],['-tad/g'],"P, I, O rep.",,,,0,ółtad ,s/he is in school,[''],[''],[''],, ółtag
-tag/d,COUNT,COUNT ,[],[YM-472],['-tad/g'],"P, I, O rep.",,,,0,ółtag ,s/he is in school,[''],[''],[''],, ółtad
-tag/d,COUNT,COUNT ,[],[YM-472],['-tad/g'],"P, I, O rep.",,,,0,óshtad ,I am in school,[''],[''],[''],, óshtag
-tag/d,COUNT,COUNT ,[],[YM-472],['-tad/g'],"P, I, O rep.",,,,0,óshtag ,I am in school,[''],[''],[''],, óshtad
-chish,CRANKY,CRANKY ,[],[nYM],['-chish'],I mom.,,,,,,,,,,,
-chag/d,CRY,CRY ,[],[YM-70],['-chad/g'],"P mom.; P, I dur.",,,,,,,,,,,
-chag/d,CRY,CRY ,[],[YM-70],['-chad/g'],"P mom.; P, I dur.",,,,0,hichad ,s/he cries,[''],[''],[''],, hichag
-chag/d,CRY,CRY ,[],[YM-70],['-chad/g'],"P mom.; P, I dur.",,,,0,hichag ,s/he cries,[''],[''],[''],, hichad
-chag/d,CRY,CRY ,[],[YM-70],['-chad/g'],"P mom.; P, I dur.",,,,0,nchad ,you cry,[''],[''],[''],, nchag
-chag/d,CRY,CRY ,[],[YM-70],['-chad/g'],"P mom.; P, I dur.",,,,0,nchag ,you cry,[''],[''],[''],, nchad
-zhil//-zhiil,CRY/GASP,CRY/GASP ,[],[YM-774],['-zhil'],P mom.,,,,,,,,,,,
-tas,CURVE,CURVE ,[],"[YM-492, 492]",['-tas/-taaz'],P neut. ,,,,,,,,,,,
-k’ii//-k’ii-,CUT/CHOP1,CUT/CHOP 1,[],[YM-347],['-k’ii'],P mom.; I neut.,,,,,,,,,,,
-tséél,CUT/CHOP2,CUT/CHOP 2,[],[YM-604],['-tsēēl'],P mom.,,,,,,,,,,,
